username,full_name,twitter_url,tweet_text,tweet_time,number_of_likes,no_of_retweets,no_of_replies,mentions,no_of_mentions,hashtags,no_of_hashtags,call_to_action,image_url
,,https://twitter.com/IdeaTextile/status/1303029062181572608,"""More pictures from Hon @bamidelesalamBS's 3-Days Empowerment and Vocational Programme on Tie and Dye, Batik Production that kick started earlier today.

Practical Guide and Put-through, Direct and First Hand Instructions from the MD of @IdeaTextile .

#BSEmpowerment… https",2020-09-07 10:55:00,4,2,1,bamidelesalamBS | IdeaTextile,2,BSEmpowerment,1,,https://pbs.twimg.com/media/EhVJ_EhWoAAv1sf.jpg | https://pbs.twimg.com/media/EhVJ_-UX0AE2XdP.jpg | https://pbs.twimg.com/media/EhVKAtYWoAEig9p.jpg | https://pbs.twimg.com/media/EhVKBMoXsAIS0sI.jpg
maitextiles,mai_Kusa Textiles,https://twitter.com/MaiTextiles/status/1302684560103219200,"""🛍 The New  Version Of Bama Caps   N20,000… """,2020-09-06 12:06:00,7,7,0,,0,,0,,https://pbs.twimg.com/media/EhQQrwwWoAALSX5.jpg | https://pbs.twimg.com/media/EhQQrw1XgAIwn3L.jpg | https://pbs.twimg.com/media/EhQQrw2WAAU0Su8.jpg
ideatextile,Idea Premium Textile Design,https://twitter.com/IdeaTextile/status/1303010032792068098,"""The CEO/MD of @IdeaTextile, Lady @Ninihorla taking on Participants at the Ongoing 3 Days Acquisition Programme on Tie and Dye and Batik Production earlier today.

Educative, Informative, Entertaining and Interesting it was.

Looking forward to Day 2.

#BSEmpowerment
#COVID19… https",2020-09-07 09:39:00,7,5,1,IdeaTextile | Ninihorla,2,BSEmpowerment | COVID19,2,,https://pbs.twimg.com/media/EhU4sWhXYAY73kN.jpg | https://pbs.twimg.com/media/EhU4s2LWoAI5sbn.jpg | https://pbs.twimg.com/media/EhU4tRWXkAEGBS3.jpg | https://pbs.twimg.com/media/EhU4tvLWoAY7Qv9.jpg
__actex,ACTEX BY ABDALLAH COLLECTIONS ➐,https://twitter.com/__ACTEX/status/1302366217076965377,"""HELLO TWITTER FAM 👨‍👨‍👦‍👦

FEEL UNIQUE AND GOOD👌

BINDO CAPS 
 
PRICE 8k

KINDLY DM 💯💯

➡️ FOR MORE SAMPLES WhatsApp us by clicking this link https",2020-09-05 15:01:00,25,28,0,,0,,0,,https://pbs.twimg.com/media/EhLvFOWXYAA6YDs.jpg | https://pbs.twimg.com/media/EhLvFOWWsAAy1Um.jpg | https://pbs.twimg.com/media/EhLvFOUX0AAetd0.jpg | https://pbs.twimg.com/media/EhLvFOXXcAItT7l.jpg
rayana_edwards,Rayana Edwards-Cassiem,https://twitter.com/rayana_edwards/status/1302504719831764992,"""Look at what we have in textiles… """,2020-09-06 00:11:00,867,268,9,,0,,0,,https://pbs.twimg.com/media/EhNtI2EXcAAaSVB.jpg
pmoindia,PMO India,https://twitter.com/PMOIndia/status/1301829992263737344,"""Tanushree studied about textiles and she trained in Jammu and Kashmir, fighting terror.

Here is an interesting interaction between PM @narendramodi and Tanushree. 

She also emphasised on the human face of our police forces.… https",2020-09-04 03:30:00,"32,089","5,473",1528,narendramodi,1,,0,,
tsunderebean_,tsunderebean/onlyfans $6,https://twitter.com/tsunderebean_/status/1301949720676519937,"""Nylon or bare foot?… """,2020-09-04 11:26:00,"2,011",352,56,,0,,0,,https://pbs.twimg.com/media/EhF0W8oWAAAvwRN.jpg
brandzfabulous,Fabulous Brandz,https://twitter.com/BrandzFabulous/status/1303046569168568320,"""Check out what I just added to my closet on Poshmark",2020-09-07 12:04:00,,,0,,0,,0,,
lanadlreybrasil,Lana Del Rey Brasil,https://twitter.com/lanadlreybrasil/status/1302961796526100483,"""Goddamn, man-child... 😔""",2020-09-07 06:27:00,"1,496",161,30,,0,,0,,
lana_azad9,lana,https://twitter.com/Lana_Azad9/status/1302973847013076995,"""Ohh shit imma start series 1 today no one ruin it for me pls… """,2020-09-07 07:15:00,15,1,0,,0,,0,,
davidseda97,David,https://twitter.com/DavidSeda97/status/1303045516591206401,"""Body, heart, and spirit are in perfect alignment within you to... More for Taurus https",2020-09-07 12:00:00,,,0,,0,,0,,
akinli_seda,seda,https://twitter.com/akinli_seda/status/1302693029921394691,"""but rn just text me""",2020-09-06 12:39:00,4,,0,,0,,0,,
seda33554179,Seda,https://twitter.com/Seda33554179/status/1302635884840353792,"""Is anyone else down to like two showers a week? 😬""",2020-09-06 08:52:00,6,,2,,0,,0,,
akinli_seda,seda,https://twitter.com/akinli_seda/status/1302838826180763653,"""wholesome… """,2020-09-06 22:19:00,2,,0,,0,,0,,https://pbs.twimg.com/media/EhSc_qNXcAAkkvC.jpg
sedasimmons1,James Seda,https://twitter.com/sedasimmons1/status/1302825526806151168,"""Throw back… """,2020-09-06 21:26:00,17,1,0,,0,,0,,https://pbs.twimg.com/media/EhSQ6PuXkAE6sM-.jpg
seda_turan37,Seda Nur Turan,https://twitter.com/seda_turan37/status/1302737002966781952,"""GOOD NİGHT💤… """,2020-09-06 15:34:00,,,0,,0,,0,,
akinli_seda,seda,https://twitter.com/akinli_seda/status/1302678728238141443,"""na 
(take a hint, take a hint)… """,2020-09-06 11:43:00,5,,0,,0,,0,,https://pbs.twimg.com/media/EhQLZe0WoAEGxpw.jpg
seda_dsbd,Seda,https://twitter.com/Seda_dsbd/status/1302852859512401921,"""Cooperatives and small businesses that are owned by women and based in Sekhukhune District, Limpopo are invited to a business finance webinar on 08 September 2020. If you are interest contact Maureen Boshielo at mboshielo@seda.org.za… https",2020-09-06 23:15:00,12,9,0,,0,,0,,https://pbs.twimg.com/media/EhSpxWZXcAI-ggc.jpg
sedadance,Seda Star,https://twitter.com/SedaDance/status/1302897895474167809,"""Seda Star ⭐️ Holy Rock Affirmations to Empower you in every area of your Life! - https",2020-09-07 02:13:00,,,0,,0,,0,,
amr_seda,Amr Seda,https://twitter.com/Amr_Seda/status/1302712852499910656,"""“Why don’t I get suspended then” That’s what karma does to arrogant people. @DjokerNole #usopen #djokovic #novakdjokovic #disqualified… https",2020-09-06 13:58:00,71,13,9,DjokerNole,1,usopen | djokovic | novakdjokovic | disqualified,4,,
seda37328005,Seda,https://twitter.com/Seda37328005/status/1302973699579162625,"""Come hangout with me on #BIGOLIVE https",2020-09-07 07:15:00,,,0,,0,BIGOLIVE,1,,https://pbs.twimg.com/media/EhUXrGnXcAEE3_i.png
,,https://twitter.com/FeverFlatley/status/1302639468151795713,"""Seda and Aly… """,2020-09-06 09:07:00,12,,0,,0,,0,,https://pbs.twimg.com/media/EhPnp0TX0AAH54x.png
supernurtural, 𝔤𝔞𝔩 ,https://twitter.com/supernurtural/status/1302844144528879616,"""she’s not gonna like this but i cannot hide it anymore. seda runs the tvguide social media.""",2020-09-06 22:40:00,17,,2,,0,,0,,
sedatalas,Seda Talas,https://twitter.com/SedaTalas/status/1302637377656061952,"""Thank you Alex and Bret for all you do for our garden department and the whole store !!… """,2020-09-06 08:58:00,7,2,0,,0,,0,,https://pbs.twimg.com/media/EhPlySwWAAALePG.jpg
akinli_seda,seda,https://twitter.com/akinli_seda/status/1302683713302679557,"""ey funny ist bei mir ist noch NIE ein user geslidet, it’s cause I’m ugly isn’t it😪""",2020-09-06 12:02:00,7,,1,,0,,0,,
seda_dsbd,Seda,https://twitter.com/Seda_dsbd/status/1302993292129374210,"""@Seda_dsbd and @tiaorgza have organised a series of webinars on various support programmes available to start-ups, innovators and entrepreneurs at TIA.  09 September 2020 https",2020-09-07 08:33:00,11,10,1,Seda_dsbd | tiaorgza,2,,0,,https://pbs.twimg.com/media/EhUpfh3XkAwjy8Z.jpg
orangeblood1,Tammy Cherry,https://twitter.com/Orangeblood1/status/1302981185056972802,"""Happy 4th Anniversary Seda!! Thank you for your leadership and all you do every single day!!… """,2020-09-07 07:44:00,5,,1,,0,,0,,https://pbs.twimg.com/media/EhUedr8XcAENd4J.jpg
karpuz60,dr dj seda,https://twitter.com/karpuz60/status/1303040068584714241,"""dr dj seda is a legend and you?🤨🤨🤨… """,2020-09-07 11:38:00,3,,1,,0,,0,,
bozdemir_seda,Seda Bozdemir,https://twitter.com/bozdemir_seda/status/1302882146240036866,"""We are learning SIMPLE MACHINES today with enjoyable materials 🤗
@ForeignOmerli @BkOmerli @mduranoznacar @HerdemOguz… """,2020-09-07 01:11:00,17,4,0,ForeignOmerli | BkOmerli | mduranoznacar | HerdemOguz,4,,0,,https://pbs.twimg.com/media/EhTEMHjXkAEJrKX.jpg | https://pbs.twimg.com/media/EhTEOwTWoAEc-QA.jpg | https://pbs.twimg.com/media/EhTERUtX0AY8UoX.jpg | https://pbs.twimg.com/media/EhTESqFX0AIwfZo.jpg
seda_dsbd,Seda,https://twitter.com/Seda_dsbd/status/1302977470682075136,"""Art of Pitching webinars on various locations and days 10/09/2020    https",2020-09-07 07:30:00,8,4,0,,0,,0,,https://pbs.twimg.com/media/EhUbGnnWkAAiiya.jpg
dani_cortez_,Dani Cortez,https://twitter.com/Dani_Cortez_/status/1295764190074941442,"""Volvimos y con más cositas 😍
🏁Reloj Mural
🏁Set vasos shot
🏁Bolsa reutilizable
🏁Set desayuno
🏁Set shoperos
🏁Bufanda
🏁Vasos acrílicos 550 ml
🏁Gorros pescadores
🏁Morral
🏁Materos (solo 3 disponibles)
🏁Peluche 73 cm
🏁Pisos 
Todo original, nuevito de paquete consultas 👀… https",2020-08-18 09:47:00,13,7,3,,0,,0,,https://pbs.twimg.com/media/Eft6iYOUYAAPw1n.jpg | https://pbs.twimg.com/media/Eft6olaUMAAJnMo.jpg
,,https://twitter.com/lucasmartinezg/status/1302620087015407617,"""el olor a aguarrás, acrílicos y el del óleo… """,2020-09-06 07:50:00,60,3,1,,0,,0,,
xlhingwen, 𝐦𝐚𝐫𝐢𝐚 ,https://twitter.com/xlhingwen/status/1295951568827830272,"""Maldita sea mis acrilicos se secaron. I'm heart broken.""",2020-08-18 22:11:00,,,0,,0,,0,,
histgatunas,Historias Gatunas,https://twitter.com/HistGatunas/status/1301894152192434178,"""Tom ¿quién tiró mis acrílicos al piso?… """,2020-09-04 07:45:00,135,5,8,,0,,0,,https://pbs.twimg.com/media/EhFB0_1XYAkFXVi.jpg
nathan_kurtz,Coronel Kurtz,https://twitter.com/Nathan_Kurtz/status/1302566705441517568,"""Si, como yo, para pintar vuestras figuras habéis usado los míticos acrílicos de Vallejo y no conocéis la historia de este emprendedor español os recomiendo este artículo (y podcast)
https",2020-09-06 04:17:00,76,19,0,,0,,0,,
alansabas,Muridan Art,https://twitter.com/AlanSabas/status/1299430814699061248,"""Vendo láminas del Joker de Joaquín Phoenix hecho con acrílicos. Interesados por privado.
#lamina #laminas #Joker #JoaquinPhoenix… https",2020-08-28 12:37:00,83,25,4,,0,lamina | laminas | Joker | JoaquinPhoenix,4,,https://pbs.twimg.com/media/EgiBV72XgAANSp6.jpg
prxmxsxd_,Agostina,https://twitter.com/prxmxsxd_/status/1291081219585773568,"""Mi novia esta comenzando un emprendimiento de venta de art. Artisticos",2020-08-05 11:38:00,10,35,3,,0,,0,,https://pbs.twimg.com/media/EerXge0X0AApTVK.jpg | https://pbs.twimg.com/media/EerXhFaXsAEKWBa.jpg | https://pbs.twimg.com/media/EerXhUnWoAAxWpK.jpg | https://pbs.twimg.com/media/EerXhsaXsAAoNRw.jpg
assenewayiero,assene way iero,https://twitter.com/AsseneWayIero/status/1298582459957882880,"""Aquí una experimentando un poco con el color, espero que os guste 💙
Acrílicos… """,2020-08-26 04:25:00,134,35,2,,0,,0,,https://pbs.twimg.com/media/EgV93X0XgAE3_eK.jpg
madehernandz,Made Hernández,https://twitter.com/madehernandz/status/1297349716540301322,"""Holaa tw, paso para enseñarles fotos de algunos de los trabajos que hace mi hermana, son cake toppers acrílicos supeeer bellos!😍. 

RT y vayan a ver su perfil en ig @bucoarte🤪🤪… https",2020-08-22 18:47:00,47,18,1,bucoarte,1,,0,,https://pbs.twimg.com/media/EgEcrqVX0AIMqE6.jpg | https://pbs.twimg.com/media/EgEcrqSWAAI2nEs.jpg | https://pbs.twimg.com/media/EgEcrqTXkAATafW.jpg | https://pbs.twimg.com/media/EgEcrqSXoAI4EOL.jpg
,,https://twitter.com/leoemilianoo/status/1302720862903324673,"""Aprovecho la situación para contarles que me pueden pedir cuadros e imanes personalizados. Pintados con acrílicos sobre madera. Para dejar facherita algún ambiente o la heladera ✨🖤… https",2020-09-06 14:30:00,16,10,0,,0,,0,,https://pbs.twimg.com/media/EhQxrGxWsAE7nt2.jpg | https://pbs.twimg.com/media/EhQxsJvWoAAF-m8.jpg | https://pbs.twimg.com/media/EhQxtKWXsAAcWuY.jpg | https://pbs.twimg.com/media/EhQxuFCXgAA6VTE.jpg
jummalima1,Jumma ,https://twitter.com/Jummalima1/status/1303036088987066373,"""E acrilicos vcs parem de encher a porra do saco tbm pq tudo q a gabi posta vc vão la comentar atacando o Gui vao pra casa procurem um macho igual ao Gui e vao ser feliz
Toda vez vcs vem fazer a gabo se explica e dps dá umas de vitomas vai toma no c*  cacete todo dia e isso""",2020-09-07 11:23:00,34,6,0,,0,,0,,
anny_comenta,Mari. ,https://twitter.com/anny_comenta/status/1303039635463995394,"""Saiu na gossip, e se vierem tacar no nosso cú mais uma vez, eu vou xingar muito. Pq nada que vai pra esses sites, é culpa nossa não. A maioria das vezes são essas acrílicos do inferno que mandam. Eu tô irritada demais, nossa senhora...""",2020-09-07 11:37:00,41,7,0,,0,,0,,
catsso_,•《𝚌𝚊𝚝》•,https://twitter.com/catsso_/status/1294427554871418880,"""▪ One Piece ▪
Cuadro nuevo de madera pintado con acrilicos❣ 
recuerden pasar por mi instagram para poder ver los demas que hice 
https",2020-08-14 17:15:00,66,25,7,,0,,0,,https://pbs.twimg.com/media/Efa6_-8XkAMQBcF.jpg
itsjustkrys,Sweet Peach,https://twitter.com/itsjustkrys/status/1298010900197249027,"""Amigossss! Just a reminder, trabajo con acrílicos, dibujo digital, lápices o acuarela. Apoya a tu artista local con un like o rt 🥺❤️❤️… https",2020-08-24 14:34:00,64,33,2,,0,,0,,https://pbs.twimg.com/media/EgN2B5SWAAoxU69.jpg | https://pbs.twimg.com/media/EgN2B5OXsAAKAuo.jpg | https://pbs.twimg.com/media/EgN2B5OX0AAOvKo.jpg
delano_mondell,Delano mondell,https://twitter.com/delano_mondell/status/1300163050935406592,"""_adcustom 🇵🇦Placas personalizadas en Acrílicos pide la tuya
al📲 6️⃣8️⃣6️⃣8️⃣3️⃣9️⃣9️⃣3️⃣#servicioadomicilio   artistasgraficos507 
Nuetros servicios,
✔Papel Ahumado 🚗🏭
✔ Nano ceramics
✔ Nano carbono
✔Corte… https",2020-08-30 13:06:00,,,0,,0,servicioadomici,1,,
kiomarisrosario,Kiomaris Y. Rosario,https://twitter.com/KiomarisRosario/status/1297237713691738118,"""Gracias a todos.

@KatyhuskaNunez
balloonsbylialeottau

#acrílicos https",2020-08-22 11:22:00,,,0,KatyhuskaNunez,1,acrílicos,1,,
leticiatuites,Letícia ,https://twitter.com/leticiatuites/status/1303033096971923456,"""A raiva que eu tenho das acrílicos por fazerem a Gabi ficar se explicando. Deixa ela ser livre, LIVRE""",2020-09-07 11:11:00,42,4,2,,0,,0,,
labarbudashop,la barbuda,https://twitter.com/labarbudashop/status/1296452677073883138,"""These charms are a limited edition 😍 There are 3 different designs available and most of the You've got a Friend in me design are gone! 🏃‍♂️ You can find them only online (link in bio)  -  Estos llaveros acrílicos… https",2020-08-20 07:22:00,,,0,,0,,0,,
cintiagan,Cintia gisela Aimi,https://twitter.com/cintiagan/status/1297708669870669830,"""Consultas por Whatsapp al 11 2393-7255
#artística
#acrilicos
#arte
#bastidores 
#pinceles https",2020-08-23 18:33:00,,,0,,0,artística | acrilicos | arte | bastidores | pinceles,5,,
claukubrik,claudia  barrionuevo,https://twitter.com/ClauKubrik/status/1291077711696363520,"""Black butterfly.
#acrlicpainting
#abstrac_art  #abstractpainting #drawingbutterfly #naturepainting ##blackbutterfly #abstractexpressionism #painting🎨 #artcolors #acrylique #acrilicos #myartworks#abstract_post
https",2020-08-05 11:24:00,3,,0,,0,acrlicpainting | abstrac_art | abstractpaintin | drawingbutterfl | naturepainting | blackbutterfly | abstractexpress | painting | artcolors | acrylique | acrilicos | myartworks,12,,https://pbs.twimg.com/media/EerUJUqXkAE59NX.jpg | https://pbs.twimg.com/media/EerURooXoAAgm9T.jpg
knowlesense,lana ,https://twitter.com/knowlesense/status/1303027073167036428,"""miraculers assistindo chat blanc… """,2020-09-07 10:47:00,54,17,3,,0,,0,,https://pbs.twimg.com/media/EhVIN3mXsAEvZX2.jpg
salivaregina,monicalwnsky ²,https://twitter.com/salivaregina/status/1303045851619581952,"""Lana del rey dropping a new album and if anyone sees me at Rydges with an army guy im under the influence… """,2020-09-07 12:01:00,,,0,,0,,0,,https://pbs.twimg.com/media/EhVZS1lVgAEdsST.jpg
thetrashgab,gαb,https://twitter.com/thetrashgab/status/1302987615835058178,"""GUYS LANA DEL REY MET HER NEW BOYFRIEND THROUGH BUMBLE AND I DON'T KNOW WHAT TO DO WITH THAT INFORMATION 😭… """,2020-09-07 08:10:00,37,2,1,,0,,0,,https://pbs.twimg.com/media/EhUkUsMUcAEbNok.jpg | https://pbs.twimg.com/media/EhUkU8tVoAEpjI7.jpg | https://pbs.twimg.com/media/EhUkVJuU8AE3h14.jpg
lana13greene,lana ♡,https://twitter.com/lana13greene/status/1303044342181896193,"""old flicks 🥀… """,2020-09-07 11:55:00,3,1,0,,0,,0,,https://pbs.twimg.com/media/EhVX7AxUMAEJ5RI.jpg | https://pbs.twimg.com/media/EhVX7AxU4AAQZSe.jpg | https://pbs.twimg.com/media/EhVX7AwUcAIBq8Z.jpg
lanaturnered,𝐥𝐚𝐧𝐚𝐥𝐥𝐮𝐫𝐞 ,https://twitter.com/lanaturnered/status/1303033336781246465,"""new to me photos of lana turner & norma shearer… """,2020-09-07 11:12:00,5,1,1,,0,,0,,https://pbs.twimg.com/media/EhVN6R7WAAA0eGJ.jpg | https://pbs.twimg.com/media/EhVN6R4WkAYBcni.jpg | https://pbs.twimg.com/media/EhVN6R3WoAI7gLE.jpg
wokegopi,ipog,https://twitter.com/WokeGopi/status/1302954384104460289,"""What did we do to deserve Lana?… """,2020-09-07 05:58:00,56,4,3,,0,,0,,https://pbs.twimg.com/media/EhUGGPbU8AADqwK.jpg | https://pbs.twimg.com/media/EhUGGPiVoAAELf3.jpg | https://pbs.twimg.com/media/EhUGGPpUYAEjDlz.jpg | https://pbs.twimg.com/media/EhUGGPvU8AECJqc.jpg
lanalokteff,Lana,https://twitter.com/LanaLokteff/status/1303041950535299075,"""#LaborDay2020 When you work for yourself, you never really get a day off.""",2020-09-07 11:46:00,87,8,9,,0,LaborDay2020,1,,
lanaadham5,Lana Adham,https://twitter.com/LanaAdham5/status/1302990064704794626,"""I love Palestine..❤🇵🇸
What about you ??… """,2020-09-07 08:20:00,48,11,10,,0,,0,,https://pbs.twimg.com/media/EhUmjuMWoAAhWaS.jpg
wooyounkai,𝐈𝐦𝐚ˣ¹,https://twitter.com/wooyounkai/status/1303010693155758080,"""The unexpected meeting between two tired soul.

                       Satria x Lana

                      • 𝙍𝙚𝙙𝙖𝙢𝙖𝙣𝙘𝙮 •… https",2020-09-07 09:42:00,12,4,0,,0,,0,,https://pbs.twimg.com/media/EhU5T4nU8AUvMU7.jpg | https://pbs.twimg.com/media/EhU5UGTU8AAyWxO.jpg | https://pbs.twimg.com/media/EhU5UbmUYAAWyiO.jpg
lana_helberg,Fire-Fox,https://twitter.com/lana_helberg/status/1302987650094239746,"""When women all over the country marched to stop killing them across the country, the EFF didn’t participate...now they’re worried about our hair... 🙈🙈🤷🏼‍♀️""",2020-09-07 08:10:00,105,36,8,,0,,0,,
lanaadham5,Lana Adham,https://twitter.com/LanaAdham5/status/1303014480549482497,"""Children of Palestine🇵🇸 ... all love❤❤… """,2020-09-07 09:57:00,16,3,1,,0,,0,,https://pbs.twimg.com/media/EhU8w5BX0AAOXb7.jpg
lanadlrchart,Lana Del Rey Charts,https://twitter.com/lanadlrchart/status/1302988860008398850,""".@LanaDelRey's “Hope Is a Dangerous Thing For a Woman Like Me To Have - But I Have It” has now surpassed 80 MILLION streams on Spotify. 

— It's Lana Del Rey's 26th song to achieve this.… https",2020-09-07 08:15:00,206,13,9,LanaDelRey,1,,0,,https://pbs.twimg.com/media/EhUldZsXkAA9gk2.jpg | https://pbs.twimg.com/media/EhUldliX0AgMq1N.jpg
colonizedlocal,"tea, femme in the north (they/them)",https://twitter.com/ColonizedLocal/status/1303008322837188610,"""anyway, it’s been three years since i became Bell Lana’s pup parent 😌

and she saved my life 💚… """,2020-09-07 09:32:00,109,10,5,,0,,0,,https://pbs.twimg.com/media/EhU3JypXkAUt-Q-.jpg | https://pbs.twimg.com/media/EhU3JypWAAArCaX.jpg | https://pbs.twimg.com/media/EhU3JypWoAIMb97.jpg | https://pbs.twimg.com/media/EhU3JyrXgAABUZH.jpg
jasminerennne,Jasmine ,https://twitter.com/jasminerennne/status/1303046643193991172,"""Siri play my favorites playlist on Apple Music... 
ofc it would play Lana del Rey 😂… """,2020-09-07 12:05:00,,,0,,0,,0,,https://pbs.twimg.com/media/EhVaA-7XcAE378I.jpg
lanalokteff,Lana,https://twitter.com/LanaLokteff/status/1302963909268307971,"""Only White people can be racist say people who hate Europeans… """,2020-09-07 06:36:00,436,88,8,,0,,0,,
ldreyinfo,Lana Del Rey Info,https://twitter.com/LDReyInfo/status/1303005590780866561,"""‘hope is a dangerous thing for a woman like me to have - but I have it’ by Lana Del Rey has now reached over 80M streams on Spotify despite not being an official single with a video. This is the 3rd song from ‘Norman Fucking Rockwell!’ to do so.… https",2020-09-07 09:21:00,338,24,5,,0,,0,,https://pbs.twimg.com/media/EhU0qbbWoAAEWvo.jpg
lanacavity,Lana Cavity,https://twitter.com/LanaCavity/status/1303044199919611908,"""My day in a nutshell… """,2020-09-07 11:55:00,7,1,4,,0,,0,,https://pbs.twimg.com/media/EhVXyy6XYAAc4jv.jpg
montieeee_,𝑀𝑒𝓁𝒶𝓃𝒸𝒽𝑜𝓁𝒾𝒸 𝑀𝒾𝓃𝒹.,https://twitter.com/Montieeee_/status/1302951641562394625,"""Lana Del Rey for September issue of 'Interview' magazine (2020).… """,2020-09-07 05:47:00,219,29,2,,0,,0,,https://pbs.twimg.com/media/EhUDmYEXcAcq7UR.jpg | https://pbs.twimg.com/media/EhUDmmiXkAEPWDp.jpg | https://pbs.twimg.com/media/EhUDm4EX0AAPgdh.jpg | https://pbs.twimg.com/media/EhUDnMSWoAAEzmg.jpg
frankiiwilde,Frankii Wilde ,https://twitter.com/Frankiiwilde/status/1300873547804442626,"""It's been a red lingerie and FF Nylon kinda day 😉… """,2020-09-01 12:09:00,221,30,5,,0,,0,,https://pbs.twimg.com/media/Eg2hmMAXkAAdYQW.jpg
waspapping_,Sarki.,https://twitter.com/Waspapping_/status/1302694360966991872,"""I’m sick and none of my friends called or paid me a visit holding nylon .

This is why you need to know the kind of friends you keep 🤦‍♀️""",2020-09-06 12:45:00,314,36,26,,0,,0,,
teddyboundsg,Teddy Ong,https://twitter.com/TeddyBoundSG/status/1302829282335453185,"""Happy Monday! In striped nylon socks.… """,2020-09-06 21:41:00,37,,0,,0,,0,,https://pbs.twimg.com/media/EhSUUAbVoAEjaiN.jpg
taeiili,sof,https://twitter.com/taeIili/status/1302273621822447616,"""to this day Nylon Japan still one of the best if not the best photoshoot  that Lisa ever had… """,2020-09-05 08:53:00,290,86,4,,0,,0,,https://pbs.twimg.com/media/EhKa7LYWoAAEjXt.jpg | https://pbs.twimg.com/media/EhKa7MTXgAso6C0.jpg | https://pbs.twimg.com/media/EhKa7MVWsAA9Rns.jpg | https://pbs.twimg.com/media/EhKa7MUXcAEJNks.jpg
mistresslucy181,MistressLucy,https://twitter.com/mistresslucy181/status/1302112274111492097,"""Nylon Feet Fetish? You are in the right place, Cum see my naughty daily updates now! Only $5 dollars for a limited time, hurry up and join now 💋💋💋
https",2020-09-04 22:12:00,195,24,2,,0,,0,,https://pbs.twimg.com/media/EhIINkVWAAUDvq-.jpg
cdkent41,KellyCDKent41,https://twitter.com/CdKent41/status/1301977743073128448,"""#crossdress #nylon #stockings please RT and add me for chat x… """,2020-09-04 13:17:00,81,25,6,,0,crossdress | nylon | stockings,3,,https://pbs.twimg.com/media/EhGNyuZWAAA9dqL.jpg
yourtooshieph,Your Tooshie PH ,https://twitter.com/YourTooshiePH/status/1302473959464603649,"""JB NYLON MAGAZINE HAS FINALLY ARRIVED!! 💚🥺 #YTPHUpdate… """,2020-09-05 22:09:00,65,1,1,,0,YTPHUpdate,1,,https://pbs.twimg.com/media/EhNRJwLWsAA-09z.jpg
deanboyce6,Dean Boyce,https://twitter.com/DeanBoyce6/status/1300027744932302850,"""These are full thickness friction burns to the back of my legs, caused a few days ago at Langland Bay by a woman allowing her dog to run around me whilst extending her retractable nylon lead at the same time. These leads should be banned. Imagine if it had been a child’s neck.… https",2020-08-30 04:09:00,904,154,178,,0,,0,,https://pbs.twimg.com/media/EgqgVtkX0AEhOEZ.jpg
moonbinmemes126,D-14 스테파니,https://twitter.com/moonbinmemes126/status/1301550608810303491,"""We might get a Moonbin x Nerdy collaboration in Nylon Japan soon. I can't wait.… """,2020-09-03 09:00:00,202,50,0,,0,,0,,https://pbs.twimg.com/media/EhAJYARVgAE0It9.png
fupeng_tire,Fupeng Tire,https://twitter.com/fupeng_tire/status/1303044090347413504,"""Shanghai Fupeng Trading Co.,Ltd.",2020-09-07 11:54:00,,,0,,0,,0,,https://pbs.twimg.com/media/EhVXsbbU4AApvtX.jpg
triplea120,Alhaji_wahab,https://twitter.com/TripleA120/status/1302344910180319235,"""Item7 nylon is now like mtn.""",2020-09-05 13:36:00,52,3,9,,0,,0,,
feet_world_,Master of feet,https://twitter.com/feet_world_/status/1302286081702854657,"""Hottt🥵🥵
Follow @feet_world_ for more
(cr. @Lunafeet_)
(feet foot footworship footmodel footgoddess brat soles arches findom femdom socks nylon #feet)… https",2020-09-05 09:42:00,149,14,1,feet_world_ | Lunafeet_,2,feet,1,,https://pbs.twimg.com/media/EhKmSZvWkAAMn_w.jpg
akmu_playland,AKMU PLAYLAND,https://twitter.com/AKMU_playland/status/1301522144837296129,"""This story was shared by Suhyun a couple of times during their photo shoot and interview for Nylon’s October issue and at the presscon commemorating the release of Sailing Album last year.

Here's the full interview for Nylon",2020-09-03 07:07:00,203,120,0,,0,,0,,https://pbs.twimg.com/media/Eg_vdwnU4AAKnY1.jpg | https://pbs.twimg.com/media/Eg_ve_9UYAA8L_w.jpg | https://pbs.twimg.com/media/Eg_vfhGUMAAipTS.jpg
annabel_xo_,The Legs Next Door,https://twitter.com/annabel_xo_/status/1302310438038843393,"""Don’t let the cute dress fool you 😇... no matter what I wear I will always be your nylon foot goddess who knows how to push your buttons 😏... rt if you like seeing the glimpse of my stocking tops... Annabel_xo_ https",2020-09-05 11:19:00,651,96,20,,0,,0,,https://pbs.twimg.com/media/EhK8cHvXkAENvbl.jpg | https://pbs.twimg.com/media/EhK8cHwXkAAiqV5.jpg
teencucams,Teen Cucams,https://twitter.com/TeenCucams/status/1300588443202920448,"""Teen Nylon Juicy - https",2020-08-31 17:17:00,405,48,3,,0,,0,,https://pbs.twimg.com/media/EgyeS_RXsAIlW_s.jpg
bamsource,ً,https://twitter.com/bamsource/status/1300425477664976898,"""BamBam For NYLON Thailand… """,2020-08-31 06:29:00,102,72,0,,0,,0,,https://pbs.twimg.com/media/EgwKE3TXgAEvrQm.jpg | https://pbs.twimg.com/media/EgwKE3NXgAERsrl.jpg
